date,game,minimum,prediction,confidence,score,actual_total,went_over,result,reasoning
2025-11-14,Golden State Warriors @ San Antonio Spurs,218.5,MAYBE,73,73,217.0,False,SKIPPED,Elite offense (avg ORtg: 116.0) | Above average pace (99.8) | Both teams neutral form
2025-10-27,Memphis Grizzlies @ Golden State Warriors,213.0,NO,64,64,249.0,True,SKIPPED,Above-avg offense (avg ORtg: 112.0) | Fast pace (101.3) | Memphis Grizzlies hot (WARM)
2025-10-27,Boston Celtics @ New Orleans Pelicans,206.5,NO,45,45,212.0,True,SKIPPED,Above-avg offense (avg ORtg: 113.8) | Average pace (96.9) | Boston Celtics hot (HOT)
2025-10-27,Brooklyn Nets @ Houston Rockets,219.5,MAYBE,70,70,246.0,True,SKIPPED,Elite offense (avg ORtg: 118.5) | Average pace (98.0) | Both teams hot (WARM/HOT)
2025-10-27,Atlanta Hawks @ Chicago Bulls,220.5,MAYBE,77,77,251.0,True,SKIPPED,Strong offense (avg ORtg: 115.6) | Fast pace (101.9) | Atlanta Hawks hot (HOT)
2025-10-27,Orlando Magic @ Philadelphia 76ers,220.0,YES,95,95,260.0,True,WIN,Elite offense (avg ORtg: 116.6) | Fast pace (100.2) | Both teams hot (HOT/HOT)
2025-10-27,Cleveland Cavaliers @ Detroit Pistons,225.5,NO,62,62,211.0,False,SKIPPED,Elite offense (avg ORtg: 117.4) | Fast pace (101.5) | Moderate buffer (14.9 pts above minimum)
2025-10-27,Portland Trail Blazers @ Los Angeles Lakers,221.5,MAYBE,77,77,230.0,True,SKIPPED,Elite offense (avg ORtg: 116.7) | Fast pace (101.4) | Portland Trail Blazers hot (WARM)
2025-10-27,Phoenix Suns @ Utah Jazz,220.0,MAYBE,74,74,272.0,True,SKIPPED,Elite offense (avg ORtg: 116.7) | Above average pace (99.8) | Utah Jazz hot (HOT)
2025-10-27,Denver Nuggets @ Minnesota Timberwolves,231.0,NO,57,57,241.0,True,SKIPPED,Elite offense (avg ORtg: 122.6) | Above average pace (99.8) | Moderate buffer (14.9 pts above minimum)
2025-10-27,Toronto Raptors @ San Antonio Spurs,223.0,MAYBE,77,77,224.0,True,SKIPPED,Elite offense (avg ORtg: 118.5) | Fast pace (100.1) | Toronto Raptors hot (HOT)
2025-10-27,Phoenix Suns @ Utah Jazz,220.0,MAYBE,74,74,272.0,True,SKIPPED,Elite offense (avg ORtg: 116.7) | Above average pace (99.8) | Utah Jazz hot (HOT)
2025-10-27,Toronto Raptors @ San Antonio Spurs,223.0,MAYBE,77,77,224.0,True,SKIPPED,Elite offense (avg ORtg: 118.5) | Fast pace (100.1) | Toronto Raptors hot (HOT)
2025-10-27,Boston Celtics @ New Orleans Pelicans,206.5,NO,45,45,212.0,True,SKIPPED,Above-avg offense (avg ORtg: 113.8) | Average pace (96.9) | Boston Celtics hot (HOT)
2025-10-27,Denver Nuggets @ Minnesota Timberwolves,231.0,NO,57,57,241.0,True,SKIPPED,Elite offense (avg ORtg: 122.6) | Above average pace (99.8) | Moderate buffer (14.9 pts above minimum)
2025-10-27,Brooklyn Nets @ Houston Rockets,219.5,MAYBE,70,70,246.0,True,SKIPPED,Elite offense (avg ORtg: 118.5) | Average pace (98.0) | Both teams hot (WARM/HOT)
2025-10-27,Atlanta Hawks @ Chicago Bulls,220.5,MAYBE,77,77,251.0,True,SKIPPED,Strong offense (avg ORtg: 115.6) | Fast pace (101.9) | Atlanta Hawks hot (HOT)
2025-10-27,Orlando Magic @ Philadelphia 76ers,220.0,YES,95,95,260.0,True,WIN,Elite offense (avg ORtg: 116.6) | Fast pace (100.2) | Both teams hot (HOT/HOT)
2025-10-27,Cleveland Cavaliers @ Detroit Pistons,225.5,NO,62,62,211.0,False,SKIPPED,Elite offense (avg ORtg: 117.4) | Fast pace (101.5) | Moderate buffer (14.9 pts above minimum)
2025-10-27,Memphis Grizzlies @ Golden State Warriors,213.0,NO,64,64,249.0,True,SKIPPED,Above-avg offense (avg ORtg: 112.0) | Fast pace (101.3) | Memphis Grizzlies hot (WARM)
2025-10-27,Oklahoma City Thunder @ Dallas Mavericks,216.5,NO,50,50,195.0,False,SKIPPED,Above-avg offense (avg ORtg: 112.1) | Fast pace (101.0) | Good buffer (15.2 pts above minimum)
2025-10-27,Oklahoma City Thunder @ Dallas Mavericks,216.5,NO,50,50,195.0,False,SKIPPED,Above-avg offense (avg ORtg: 112.1) | Fast pace (101.0) | Good buffer (15.2 pts above minimum)
2025-11-01,Houston Rockets @ Boston Celtics,223.5,MAYBE,73,73,229.0,True,SKIPPED,Elite offense (avg ORtg: 121.9) | Average pace (96.9) | Both teams hot (HOT/HOT)
2025-11-01,Sacramento Kings @ Milwaukee Bucks,218.5,MAYBE,74,74,268.0,True,SKIPPED,Strong offense (avg ORtg: 114.4) | Fast pace (101.6) | Sacramento Kings hot (WARM)
2025-11-01,Dallas Mavericks @ Detroit Pistons,212.5,NO,42,42,232.0,True,SKIPPED,Fast pace (101.8) | Moderate buffer (14.9 pts above minimum) | Both teams rested (3+ days)
2025-11-01,Orlando Magic @ Washington Wizards,214.0,NO,57,57,219.0,True,SKIPPED,Fast pace (101.7) | Orlando Magic hot (HOT) | Good buffer (15.2 pts above minimum)
