date,game,minimum,prediction,confidence,score,actual_total,went_over,result,reasoning
2025-10-27,Cleveland Cavaliers @ Detroit Pistons,225.5,NO,62,62,211.0,False,SKIPPED,Elite offense (avg ORtg: 117.3) | Fast pace (101.3) | Moderate buffer (14.8 pts above minimum)
2025-10-27,Phoenix Suns @ Utah Jazz,214.0,NO,67,67,272.0,True,SKIPPED,Strong offense (avg ORtg: 114.1) | Above average pace (99.3) | Utah Jazz hot (HOT)
2025-10-27,Oklahoma City Thunder @ Dallas Mavericks,214.5,NO,40,40,195.0,False,SKIPPED,Fast pace (100.8) | Good buffer (15.1 pts above minimum) | Dallas Mavericks on back-to-back
2025-10-27,Toronto Raptors @ San Antonio Spurs,223.5,MAYBE,77,77,224.0,True,SKIPPED,Elite offense (avg ORtg: 118.2) | Fast pace (100.3) | Toronto Raptors hot (HOT)
2025-10-27,Boston Celtics @ New Orleans Pelicans,206.0,NO,42,42,212.0,True,SKIPPED,Above-avg offense (avg ORtg: 113.1) | Average pace (97.2) | Boston Celtics hot (HOT)
2025-10-27,Brooklyn Nets @ Houston Rockets,218.0,MAYBE,77,77,246.0,True,SKIPPED,Elite offense (avg ORtg: 117.2) | Above average pace (98.2) | Both teams hot (WARM/HOT)
2025-10-27,Atlanta Hawks @ Chicago Bulls,218.5,MAYBE,77,77,251.0,True,SKIPPED,Strong offense (avg ORtg: 115.2) | Fast pace (101.3) | Atlanta Hawks hot (HOT)
2025-10-27,Orlando Magic @ Philadelphia 76ers,223.5,YES,84,84,260.0,True,WIN,Elite offense (avg ORtg: 117.3) | Fast pace (101.1) | Philadelphia 76ers hot (WARM)
2025-10-27,Cleveland Cavaliers @ Detroit Pistons,225.5,NO,62,62,211.0,False,SKIPPED,Elite offense (avg ORtg: 117.3) | Fast pace (101.3) | Moderate buffer (14.8 pts above minimum)
2025-10-27,Portland Trail Blazers @ Los Angeles Lakers,223.5,MAYBE,77,77,230.0,True,SKIPPED,Elite offense (avg ORtg: 117.0) | Fast pace (102.1) | Portland Trail Blazers hot (WARM)
2025-10-27,Atlanta Hawks @ Chicago Bulls,218.5,MAYBE,77,77,251.0,True,SKIPPED,Strong offense (avg ORtg: 115.2) | Fast pace (101.3) | Atlanta Hawks hot (HOT)
2025-10-27,Memphis Grizzlies @ Golden State Warriors,214.5,NO,67,67,249.0,True,SKIPPED,Above-avg offense (avg ORtg: 113.0) | Fast pace (101.2) | Memphis Grizzlies hot (WARM)
2025-11-01,Dallas Mavericks @ Detroit Pistons,210.0,NO,45,45,232.0,True,SKIPPED,Fast pace (101.7) | Good buffer (15.2 pts above minimum) | Both teams rested (3+ days)
2025-11-01,Sacramento Kings @ Milwaukee Bucks,220.0,MAYBE,70,70,268.0,True,SKIPPED,Strong offense (avg ORtg: 115.1) | Fast pace (102.1) | Both teams neutral form
2025-11-01,Orlando Magic @ Washington Wizards,214.5,NO,57,57,219.0,True,SKIPPED,Fast pace (102.3) | Washington Wizards hot (HOT) | Good buffer (15.0 pts above minimum)
2025-11-01,Golden State Warriors @ Indiana Pacers,208.5,NO,52,52,223.0,True,SKIPPED,Fast pace (101.0) | Indiana Pacers hot (HOT) | Good buffer (15.0 pts above minimum)
2025-11-01,Minnesota Timberwolves @ Charlotte Hornets,224.5,YES,84,84,227.0,True,WIN,Elite offense (avg ORtg: 119.2) | Fast pace (100.4) | Charlotte Hornets hot (WARM)
2025-11-01,Sacramento Kings @ Milwaukee Bucks,220.0,MAYBE,70,70,268.0,True,SKIPPED,Strong offense (avg ORtg: 115.1) | Fast pace (102.1) | Both teams neutral form
2025-11-01,Dallas Mavericks @ Detroit Pistons,210.0,NO,45,45,232.0,True,SKIPPED,Fast pace (101.7) | Good buffer (15.2 pts above minimum) | Both teams rested (3+ days)
2025-11-01,Houston Rockets @ Boston Celtics,220.5,MAYBE,73,73,229.0,True,SKIPPED,Elite offense (avg ORtg: 120.0) | Average pace (97.1) | Both teams hot (HOT/HOT)
2025-11-01,Orlando Magic @ Washington Wizards,214.5,NO,57,57,219.0,True,SKIPPED,Fast pace (102.3) | Washington Wizards hot (HOT) | Good buffer (15.0 pts above minimum)
2025-11-01,Golden State Warriors @ Indiana Pacers,208.5,NO,52,52,223.0,True,SKIPPED,Fast pace (101.0) | Indiana Pacers hot (HOT) | Good buffer (15.0 pts above minimum)
2025-11-01,Minnesota Timberwolves @ Charlotte Hornets,224.5,YES,84,84,227.0,True,WIN,Elite offense (avg ORtg: 119.2) | Fast pace (100.4) | Charlotte Hornets hot (WARM)
2025-11-01,Houston Rockets @ Boston Celtics,220.5,MAYBE,73,73,229.0,True,SKIPPED,Elite offense (avg ORtg: 120.0) | Average pace (97.1) | Both teams hot (HOT/HOT)
2025-11-08,Indiana Pacers @ Denver Nuggets,217.0,NO,59,59,217.0,False,SKIPPED,Above-avg offense (avg ORtg: 113.1) | Fast pace (101.0) | Indiana Pacers hot (HOT)
2025-11-08,Phoenix Suns @ Los Angeles Clippers,210.5,NO,48,48,217.0,True,SKIPPED,Strong offense (avg ORtg: 115.6) | Average pace (97.2) | Good buffer (15.2 pts above minimum)
2025-11-08,Portland Trail Blazers @ Miami Heat,231.0,YES,82,82,267.0,True,WIN,Elite offense (avg ORtg: 116.7) | Fast pace (105.0) | Portland Trail Blazers hot (WARM)
2025-11-08,New Orleans Pelicans @ San Antonio Spurs,212.5,NO,55,55,245.0,True,SKIPPED,Strong offense (avg ORtg: 114.4) | Above average pace (98.3) | Both teams neutral form
2025-11-08,Los Angeles Lakers @ Atlanta Hawks,217.5,NO,69,69,224.0,True,SKIPPED,Strong offense (avg ORtg: 116.0) | Fast pace (100.2) | Atlanta Hawks hot (HOT)
2025-11-08,Dallas Mavericks @ Washington Wizards,206.0,NO,44,44,216.0,True,SKIPPED,Fast pace (103.0) | Washington Wizards hot (HOT) | Moderate buffer (14.8 pts above minimum)
2025-11-08,Toronto Raptors @ Philadelphia 76ers,226.5,YES,90,90,250.0,True,WIN,Elite offense (avg ORtg: 118.6) | Fast pace (101.3) | Both teams hot (HOT/WARM)
2025-11-08,Los Angeles Lakers @ Atlanta Hawks,217.5,NO,69,69,224.0,True,SKIPPED,Strong offense (avg ORtg: 116.0) | Fast pace (100.2) | Atlanta Hawks hot (HOT)
2025-11-08,Chicago Bulls @ Cleveland Cavaliers,226.5,NO,65,65,250.0,True,SKIPPED,Elite offense (avg ORtg: 117.8) | Fast pace (102.0) | Good buffer (15.0 pts above minimum)
2025-11-08,Portland Trail Blazers @ Miami Heat,231.0,YES,82,82,267.0,True,WIN,Elite offense (avg ORtg: 116.7) | Fast pace (105.0) | Portland Trail Blazers hot (WARM)
2025-11-08,New Orleans Pelicans @ San Antonio Spurs,212.5,NO,55,55,245.0,True,SKIPPED,Strong offense (avg ORtg: 114.4) | Above average pace (98.3) | Both teams neutral form
2025-11-08,Chicago Bulls @ Cleveland Cavaliers,226.5,NO,65,65,250.0,True,SKIPPED,Elite offense (avg ORtg: 117.8) | Fast pace (102.0) | Good buffer (15.0 pts above minimum)
2025-11-08,Phoenix Suns @ Los Angeles Clippers,210.5,NO,48,48,217.0,True,SKIPPED,Strong offense (avg ORtg: 115.6) | Average pace (97.2) | Good buffer (15.2 pts above minimum)
2025-11-08,Dallas Mavericks @ Washington Wizards,206.0,NO,44,44,216.0,True,SKIPPED,Fast pace (103.0) | Washington Wizards hot (HOT) | Moderate buffer (14.8 pts above minimum)
2025-11-08,Toronto Raptors @ Philadelphia 76ers,226.5,YES,90,90,250.0,True,WIN,Elite offense (avg ORtg: 118.6) | Fast pace (101.3) | Both teams hot (HOT/WARM)
2025-11-08,Indiana Pacers @ Denver Nuggets,217.0,NO,59,59,217.0,False,SKIPPED,Above-avg offense (avg ORtg: 113.1) | Fast pace (101.0) | Indiana Pacers hot (HOT)
2025-10-25,Chicago Bulls @ Orlando Magic,220.0,NO,68,68,208.0,False,SKIPPED,Strong offense (avg ORtg: 115.8) | Fast pace (101.6) | Both teams neutral form
2025-10-25,Phoenix Suns @ Denver Nuggets,226.0,NO,68,68,244.0,True,SKIPPED,Elite offense (avg ORtg: 120.0) | Above average pace (99.4) | Both teams neutral form
2025-10-25,Chicago Bulls @ Orlando Magic,220.0,NO,68,68,208.0,False,SKIPPED,Strong offense (avg ORtg: 115.8) | Fast pace (101.6) | Both teams neutral form
2025-10-25,Phoenix Suns @ Denver Nuggets,226.0,NO,68,68,244.0,True,SKIPPED,Elite offense (avg ORtg: 120.0) | Above average pace (99.4) | Both teams neutral form
2025-10-25,Charlotte Hornets @ Philadelphia 76ers,225.5,YES,95,95,246.0,True,WIN,Elite offense (avg ORtg: 118.8) | Fast pace (100.8) | Both teams hot (WARM/WARM)
2025-10-25,Oklahoma City Thunder @ Atlanta Hawks,221.5,MAYBE,72,72,217.0,False,SKIPPED,Elite offense (avg ORtg: 116.2) | Above average pace (99.9) | Atlanta Hawks hot (HOT)
2025-10-25,Oklahoma City Thunder @ Atlanta Hawks,221.5,MAYBE,72,72,217.0,False,SKIPPED,Elite offense (avg ORtg: 116.2) | Above average pace (99.9) | Atlanta Hawks hot (HOT)
2025-10-25,Indiana Pacers @ Memphis Grizzlies,206.5,NO,57,57,231.0,True,SKIPPED,Fast pace (102.1) | Both teams hot (HOT/WARM) | Moderate buffer (14.8 pts above minimum)
2025-10-25,Indiana Pacers @ Memphis Grizzlies,206.5,NO,57,57,231.0,True,SKIPPED,Fast pace (102.1) | Both teams hot (HOT/WARM) | Moderate buffer (14.8 pts above minimum)
2025-10-25,Charlotte Hornets @ Philadelphia 76ers,225.5,YES,95,95,246.0,True,WIN,Elite offense (avg ORtg: 118.8) | Fast pace (100.8) | Both teams hot (WARM/WARM)
2025-11-02,New Orleans Pelicans @ Oklahoma City Thunder,215.5,NO,52,52,243.0,True,SKIPPED,Strong offense (avg ORtg: 114.2) | Above average pace (98.4) | Moderate buffer (14.9 pts above minimum)
2025-11-02,Chicago Bulls @ New York Knicks,225.0,YES,80,80,244.0,True,WIN,Elite offense (avg ORtg: 119.9) | Fast pace (100.1) | Both teams neutral form
2025-11-02,San Antonio Spurs @ Phoenix Suns,221.0,MAYBE,73,73,248.0,True,SKIPPED,Elite offense (avg ORtg: 118.3) | Above average pace (98.8) | Both teams neutral form
2025-11-02,Miami Heat @ Los Angeles Lakers,228.5,YES,83,83,250.0,True,WIN,Elite offense (avg ORtg: 118.2) | Fast pace (102.7) | Both teams neutral form
2025-11-02,Memphis Grizzlies @ Toronto Raptors,218.0,YES,85,85,221.0,True,WIN,Strong offense (avg ORtg: 114.2) | Fast pace (102.0) | Both teams hot (WARM/HOT)
2025-11-02,Atlanta Hawks @ Cleveland Cavaliers,221.5,YES,87,87,226.0,True,WIN,Elite offense (avg ORtg: 116.1) | Fast pace (101.4) | Atlanta Hawks hot (HOT)
2025-11-02,Chicago Bulls @ New York Knicks,225.0,YES,80,80,244.0,True,WIN,Elite offense (avg ORtg: 119.9) | Fast pace (100.1) | Both teams neutral form
2025-11-02,Miami Heat @ Los Angeles Lakers,228.5,YES,83,83,250.0,True,WIN,Elite offense (avg ORtg: 118.2) | Fast pace (102.7) | Both teams neutral form
2025-11-02,Philadelphia 76ers @ Brooklyn Nets,217.5,MAYBE,72,72,234.0,True,SKIPPED,Strong offense (avg ORtg: 115.7) | Above average pace (100.0) | Both teams hot (WARM/WARM)
2025-11-02,Memphis Grizzlies @ Toronto Raptors,218.0,YES,85,85,221.0,True,WIN,Strong offense (avg ORtg: 114.2) | Fast pace (102.0) | Both teams hot (WARM/HOT)
2025-11-02,San Antonio Spurs @ Phoenix Suns,221.0,MAYBE,73,73,248.0,True,SKIPPED,Elite offense (avg ORtg: 118.3) | Above average pace (98.8) | Both teams neutral form
2025-11-02,New Orleans Pelicans @ Oklahoma City Thunder,215.5,NO,52,52,243.0,True,SKIPPED,Strong offense (avg ORtg: 114.2) | Above average pace (98.4) | Moderate buffer (14.9 pts above minimum)
2025-11-02,Atlanta Hawks @ Cleveland Cavaliers,221.5,YES,87,87,226.0,True,WIN,Elite offense (avg ORtg: 116.1) | Fast pace (101.4) | Atlanta Hawks hot (HOT)
2025-11-02,Philadelphia 76ers @ Brooklyn Nets,217.5,MAYBE,72,72,234.0,True,SKIPPED,Strong offense (avg ORtg: 115.7) | Above average pace (100.0) | Both teams hot (WARM/WARM)
2025-11-02,Utah Jazz @ Charlotte Hornets,215.5,MAYBE,77,77,229.0,True,SKIPPED,Strong offense (avg ORtg: 114.2) | Fast pace (100.3) | Both teams hot (HOT/WARM)
2025-11-02,Utah Jazz @ Charlotte Hornets,215.5,MAYBE,77,77,229.0,True,SKIPPED,Strong offense (avg ORtg: 114.2) | Fast pace (100.3) | Both teams hot (HOT/WARM)
2025-11-09,Houston Rockets @ Milwaukee Bucks,227.5,MAYBE,74,74,237.0,True,SKIPPED,Elite offense (avg ORtg: 120.5) | Above average pace (99.5) | Houston Rockets hot (HOT)
2025-11-09,Minnesota Timberwolves @ Sacramento Kings,221.5,MAYBE,75,75,261.0,True,SKIPPED,Elite offense (avg ORtg: 116.7) | Fast pace (101.4) | Good buffer (15.0 pts above minimum)
2025-11-09,Indiana Pacers @ Golden State Warriors,208.5,NO,52,52,197.0,False,SKIPPED,Fast pace (101.0) | Indiana Pacers hot (HOT) | Good buffer (15.0 pts above minimum)
2025-11-09,Detroit Pistons @ Philadelphia 76ers,225.5,MAYBE,79,79,219.0,False,SKIPPED,Elite offense (avg ORtg: 118.0) | Fast pace (100.8) | Philadelphia 76ers hot (WARM)
2025-11-09,Brooklyn Nets @ New York Knicks,215.5,MAYBE,77,77,232.0,True,SKIPPED,Elite offense (avg ORtg: 117.0) | Above average pace (98.6) | Brooklyn Nets hot (WARM)
2025-11-09,Oklahoma City Thunder @ Memphis Grizzlies,221.0,MAYBE,77,77,214.0,False,SKIPPED,Strong offense (avg ORtg: 115.2) | Fast pace (100.7) | Memphis Grizzlies hot (WARM)
2025-11-09,Houston Rockets @ Milwaukee Bucks,227.5,MAYBE,74,74,237.0,True,SKIPPED,Elite offense (avg ORtg: 120.5) | Above average pace (99.5) | Houston Rockets hot (HOT)
2025-11-09,Oklahoma City Thunder @ Memphis Grizzlies,221.0,MAYBE,77,77,214.0,False,SKIPPED,Strong offense (avg ORtg: 115.2) | Fast pace (100.7) | Memphis Grizzlies hot (WARM)
2025-11-09,Brooklyn Nets @ New York Knicks,215.5,MAYBE,77,77,232.0,True,SKIPPED,Elite offense (avg ORtg: 117.0) | Above average pace (98.6) | Brooklyn Nets hot (WARM)
2025-11-09,Detroit Pistons @ Philadelphia 76ers,225.5,MAYBE,79,79,219.0,False,SKIPPED,Elite offense (avg ORtg: 118.0) | Fast pace (100.8) | Philadelphia 76ers hot (WARM)
2025-11-09,Indiana Pacers @ Golden State Warriors,208.5,NO,52,52,197.0,False,SKIPPED,Fast pace (101.0) | Indiana Pacers hot (HOT) | Good buffer (15.0 pts above minimum)
2025-11-09,Minnesota Timberwolves @ Sacramento Kings,221.5,MAYBE,75,75,261.0,True,SKIPPED,Elite offense (avg ORtg: 116.7) | Fast pace (101.4) | Good buffer (15.0 pts above minimum)
2025-11-09,Boston Celtics @ Orlando Magic,213.5,NO,67,67,218.0,True,SKIPPED,Strong offense (avg ORtg: 115.6) | Above average pace (99.0) | Boston Celtics hot (HOT)
2025-11-09,Boston Celtics @ Orlando Magic,213.5,NO,67,67,218.0,True,SKIPPED,Strong offense (avg ORtg: 115.6) | Above average pace (99.0) | Boston Celtics hot (HOT)
2025-10-26,Charlotte Hornets @ Washington Wizards,217.0,NO,67,67,252.0,True,SKIPPED,Above-avg offense (avg ORtg: 112.7) | Fast pace (102.0) | Both teams hot (WARM/HOT)
2025-10-26,Milwaukee Bucks @ Cleveland Cavaliers,227.0,MAYBE,72,72,231.0,True,SKIPPED,Elite offense (avg ORtg: 118.2) | Fast pace (101.8) | Moderate buffer (14.9 pts above minimum)
2025-10-26,New York Knicks @ Miami Heat,231.0,YES,83,83,222.0,False,LOSS,Elite offense (avg ORtg: 120.3) | Fast pace (101.9) | Both teams neutral form
2025-10-26,Boston Celtics @ Detroit Pistons,216.0,MAYBE,74,74,232.0,True,SKIPPED,Elite offense (avg ORtg: 116.3) | Above average pace (98.7) | Boston Celtics hot (HOT)
2025-10-26,Brooklyn Nets @ San Antonio Spurs,214.5,NO,64,64,225.0,True,SKIPPED,Strong offense (avg ORtg: 115.3) | Above average pace (99.0) | Brooklyn Nets hot (WARM)
2025-10-26,Portland Trail Blazers @ Los Angeles Clippers,214.5,MAYBE,77,77,221.0,True,SKIPPED,Strong offense (avg ORtg: 114.7) | Fast pace (100.0) | Portland Trail Blazers hot (WARM)
2025-10-26,Indiana Pacers @ Minnesota Timberwolves,214.0,NO,59,59,224.0,True,SKIPPED,Above-avg offense (avg ORtg: 112.2) | Fast pace (101.1) | Indiana Pacers hot (HOT)
2025-10-26,Los Angeles Lakers @ Sacramento Kings,218.5,MAYBE,70,70,247.0,True,SKIPPED,Strong offense (avg ORtg: 115.5) | Fast pace (101.2) | Both teams neutral form
2025-10-26,Toronto Raptors @ Dallas Mavericks,211.5,NO,57,57,268.0,True,SKIPPED,Fast pace (102.2) | Toronto Raptors hot (HOT) | Good buffer (15.0 pts above minimum)
2025-10-26,Indiana Pacers @ Minnesota Timberwolves,214.0,NO,59,59,224.0,True,SKIPPED,Above-avg offense (avg ORtg: 112.2) | Fast pace (101.1) | Indiana Pacers hot (HOT)
2025-10-26,Milwaukee Bucks @ Cleveland Cavaliers,227.0,MAYBE,72,72,231.0,True,SKIPPED,Elite offense (avg ORtg: 118.2) | Fast pace (101.8) | Moderate buffer (14.9 pts above minimum)
2025-10-26,New York Knicks @ Miami Heat,231.0,YES,83,83,222.0,False,LOSS,Elite offense (avg ORtg: 120.3) | Fast pace (101.9) | Both teams neutral form
2025-10-26,Charlotte Hornets @ Washington Wizards,217.0,NO,67,67,252.0,True,SKIPPED,Above-avg offense (avg ORtg: 112.7) | Fast pace (102.0) | Both teams hot (WARM/HOT)
2025-10-26,Boston Celtics @ Detroit Pistons,216.0,MAYBE,74,74,232.0,True,SKIPPED,Elite offense (avg ORtg: 116.3) | Above average pace (98.7) | Boston Celtics hot (HOT)
2025-10-26,Brooklyn Nets @ San Antonio Spurs,214.5,NO,64,64,225.0,True,SKIPPED,Strong offense (avg ORtg: 115.3) | Above average pace (99.0) | Brooklyn Nets hot (WARM)
2025-10-26,Toronto Raptors @ Dallas Mavericks,211.5,NO,57,57,268.0,True,SKIPPED,Fast pace (102.2) | Toronto Raptors hot (HOT) | Good buffer (15.0 pts above minimum)
2025-10-26,Los Angeles Lakers @ Sacramento Kings,218.5,MAYBE,70,70,247.0,True,SKIPPED,Strong offense (avg ORtg: 115.5) | Fast pace (101.2) | Both teams neutral form
2025-10-26,Portland Trail Blazers @ Los Angeles Clippers,214.5,MAYBE,77,77,221.0,True,SKIPPED,Strong offense (avg ORtg: 114.7) | Fast pace (100.0) | Portland Trail Blazers hot (WARM)
2025-11-06,Los Angeles Clippers @ Phoenix Suns,210.5,NO,48,48,217.0,True,SKIPPED,Strong offense (avg ORtg: 115.6) | Average pace (97.2) | Good buffer (15.2 pts above minimum)
2025-11-06,Los Angeles Clippers @ Phoenix Suns,210.5,NO,48,48,217.0,True,SKIPPED,Strong offense (avg ORtg: 115.6) | Average pace (97.2) | Good buffer (15.2 pts above minimum)
2025-10-23,Denver Nuggets @ Golden State Warriors,225.0,YES,83,83,268.0,True,WIN,Elite offense (avg ORtg: 118.7) | Fast pace (100.1) | Both teams neutral form
2025-10-23,Oklahoma City Thunder @ Indiana Pacers,215.0,NO,57,57,276.0,True,SKIPPED,Fast pace (100.5) | Indiana Pacers hot (HOT) | Good buffer (15.0 pts above minimum)
2025-10-23,Oklahoma City Thunder @ Indiana Pacers,215.0,NO,57,57,276.0,True,SKIPPED,Fast pace (100.5) | Indiana Pacers hot (HOT) | Good buffer (15.0 pts above minimum)
2025-10-23,Denver Nuggets @ Golden State Warriors,225.0,YES,83,83,268.0,True,WIN,Elite offense (avg ORtg: 118.7) | Fast pace (100.1) | Both teams neutral form
2025-10-30,Miami Heat @ San Antonio Spurs,230.0,YES,80,80,208.0,False,LOSS,Elite offense (avg ORtg: 118.6) | Fast pace (102.2) | Both teams neutral form
2025-10-30,Orlando Magic @ Charlotte Hornets,219.0,YES,82,82,230.0,True,WIN,Elite offense (avg ORtg: 116.0) | Fast pace (100.9) | Charlotte Hornets hot (WARM)
2025-10-30,Golden State Warriors @ Milwaukee Bucks,220.5,YES,83,83,230.0,True,WIN,Elite offense (avg ORtg: 116.2) | Fast pace (100.8) | Both teams neutral form
2025-10-30,Washington Wizards @ Oklahoma City Thunder,221.0,NO,67,67,235.0,True,SKIPPED,Above-avg offense (avg ORtg: 113.5) | Fast pace (101.2) | Washington Wizards hot (HOT)
2025-10-30,Miami Heat @ San Antonio Spurs,230.0,YES,80,80,208.0,False,LOSS,Elite offense (avg ORtg: 118.6) | Fast pace (102.2) | Both teams neutral form
2025-10-30,Washington Wizards @ Oklahoma City Thunder,221.0,NO,67,67,235.0,True,SKIPPED,Above-avg offense (avg ORtg: 113.5) | Fast pace (101.2) | Washington Wizards hot (HOT)
2025-10-30,Golden State Warriors @ Milwaukee Bucks,220.5,YES,83,83,230.0,True,WIN,Elite offense (avg ORtg: 116.2) | Fast pace (100.8) | Both teams neutral form
